indic_ur,cities\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 
EC2021V,UK526C1	: 	6160 	5780 	: 	: 	: 	5000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK527C1	: 	7905 	7560 	: 	: 	: 	6540 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK528C1	: 	9070 	8180 	: 	: 	: 	5995 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK529C1	: 	4870 	4620 	: 	: 	: 	3735 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK530C1	: 	4950 	4835 	: 	: 	: 	4200 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK531C1	: 	7760 	7340 	: 	: 	: 	6035 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK532C1	: 	6580 	5675 	: 	: 	: 	4335 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK533C1	: 	6865 	6675 	: 	: 	: 	5700 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK534C1	: 	6720 	6380 	: 	: 	: 	5315 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK535C1	: 	6985 	6590 	: 	: 	: 	5245 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK536C1	: 	5445 	5260 	: 	: 	: 	4020 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK537C1	: 	4445 	4190 	: 	: 	: 	3485 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK538C1	: 	6995 	6580 	: 	: 	: 	5455 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK539C1	: 	6305 	6045 	: 	: 	: 	5285 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK539K1	: 	12340 	11845 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK540C1	: 	9305 	9060 	: 	: 	: 	8110 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK541C1	: 	6735 	6480 	: 	: 	: 	5270 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK541K1	: 	9990 	9515 	: 	: 	: 	7890 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK542C1	: 	4825 	4660 	: 	: 	: 	4095 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK543C1	: 	4535 	4415 	: 	: 	: 	3860 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK544C1	: 	7665 	7245 	: 	: 	: 	6105 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK545C1	: 	6405 	5905 	: 	: 	: 	4930 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK546C1	: 	6825 	6620 	: 	: 	: 	5895 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK547C1	: 	3170 	3055 	: 	: 	: 	2305 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK548C1	: 	7580 	7325 	: 	: 	: 	6380 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK549C1	: 	6585 	6270 	: 	: 	: 	5380 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK550C1	: 	3220 	3210 	: 	: 	: 	2655 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK551C1	: 	3720 	3625 	: 	: 	: 	3015 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK552C1	: 	6830 	6305 	: 	: 	: 	5080 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK552K1	: 	15040 	14165 	: 	: 	: 	11735 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK553C1	: 	3625 	3570 	: 	: 	: 	3260 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK553K1	: 	7720 	7605 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK554C1	: 	7080 	6735 	: 	: 	: 	5990 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK555C1	: 	6035 	5800 	: 	: 	: 	5180 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK556C1	: 	7595 	7300 	: 	: 	: 	6325 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK557C1	: 	4490 	4380 	: 	: 	: 	3680 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK558C1	: 	3785 	3595 	: 	: 	: 	3120 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK559C1	: 	3120 	2950 	: 	: 	: 	2265 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK560C1	: 	4750 	4580 	: 	: 	: 	3905 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK561C1	: 	4010 	3885 	: 	: 	: 	3605 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK562C1	: 	5005 	4865 	: 	: 	: 	4290 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK562K1	: 	8795 	8565 	: 	: 	: 	7690 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK563C1	: 	8630 	8210 	: 	: 	: 	6640 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK564C1	: 	7535 	7180 	: 	: 	: 	6100 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK565C1	: 	3495 	3410 	: 	: 	: 	3025 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK566C1	: 	4445 	4370 	: 	: 	: 	3810 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK567C1	: 	5570 	4985 	: 	: 	: 	3675 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK568C2	: 	13615 	13175 	: 	: 	: 	11165 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK569C1	: 	3865 	3660 	: 	: 	: 	3285 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK571C1	: 	5075 	4910 	: 	: 	: 	4295 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK572C1	: 	3575 	3425 	: 	: 	: 	2885 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK573C1	: 	4525 	4410 	: 	: 	: 	3865 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK575C1	: 	4535 	4405 	: 	: 	: 	3940 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK576C1	: 	3225 	2995 	: 	: 	: 	2460 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK577C1	: 	4575 	4215 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK578C1	: 	1920 	1830 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK579C1	: 	5325 	4890 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK580C1	: 	3185 	3050 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK580K1	: 	7900 	7640 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK581C1	: 	4740 	4400 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK582C1	: 	2055 	1875 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK583C1	: 	3670 	3515 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK584C1	: 	1655 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK585C1	: 	4465 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK586C1	: 	4805 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,CH	: 	675506 p	670558 r	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,CH001C1	: 	43973 p	43401 r	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,CH001K1	: 	: 	60193 r	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,CH002C1	: 	21618 p	21132 r	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,CH002K1	: 	: 	31573 r	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,CH003C1	: 	16321 p	16213 r	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,CH003K1	: 	: 	25933 r	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,CH004C1	: 	14344 p	14218 r	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,CH004K1	: 	: 	19286 r	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,CH005C1	: 	12387 p	12483 r	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,CH005K1	: 	: 	18024 r	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,CH007C1	: 	7123 p	7053 r	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,CH008C1	: 	8031 p	7933 r	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,CH008K1	: 	: 	12313 r	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,CH009C2	: 	10100 p	9666 r	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,CH009K1	: 	: 	11568 r	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,EE	149251 	147366 	144780 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,EE001C1	59081 	57159 	55737 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,EE002C1	11246 	11269 	11079 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,EE003C1	3443 	3484 	3466 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES	: 	: 	: 	: 	: 	: 	3598980 	: 	: 	: 	: 	: 	: 	2942583 	: 	: 	: 	2916344 	2853477 	2815408 	2748213 	: 	: 	: 	: 	: 	: 
EC2039V,ES001C1	: 	373984 	: 	359591 	348826 	: 	307608 	: 	: 	203377 e	: 	: 	: 	111460 	: 	: 	: 	184398 	177851 	170352 	164243 	: 	: 	: 	: 	: 	: 
EC2039V,ES001K1	: 	494553 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES002C1	: 	224511 	: 	213453 	209382 	: 	180313 	: 	: 	135406 e	: 	: 	: 	68064 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES002K2	: 	371178 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES003C1	: 	80554 	: 	77281 	75737 	: 	64132 	: 	: 	47880 e	: 	: 	: 	19921 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES003K1	: 	120735 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES004C1	: 	63868 	: 	61150 	59340 	: 	51667 	: 	: 	39517 e	: 	: 	: 	4447 	: 	36404 e	36432 e	39283 e	37415 e	35222 e	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES004K1	: 	75749 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES005C1	: 	56161 	: 	54730 	53517 	: 	46432 	: 	: 	42556 e	: 	: 	: 	15182 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES006C1	: 	51963 	: 	49370 	47645 	: 	39430 	: 	: 	29520 e	: 	: 	: 	12483 	: 	26964 e	26354 e	29481 e	27651 e	26207 e	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES007C1	: 	39607 	: 	37912 	36444 	: 	32077 	: 	: 	14681 e	: 	: 	: 	9137 	: 	: 	26446 	25603 	: 	: 	: 	22218 	: 	: 	: 	: 	: 
EC2039V,ES008C1	: 	34529 	: 	33078 	32310 	: 	27438 	: 	: 	8233 e	: 	: 	: 	8320 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES009C1	: 	25671 	: 	25165 	24691 	: 	21221 	: 	: 	19804 e	: 	: 	: 	6323 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES010C1	: 	43744 	: 	41452 	40324 	: 	34468 	: 	: 	20237 e	: 	: 	: 	11688 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES011C1	: 	12281 	: 	11866 	11684 	: 	9424 	: 	: 	7170 e	: 	: 	: 	8121 	: 	: 	7510 	7680 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES012C1	: 	16184 	: 	17135 	17251 	: 	16147 	: 	: 	13432 e	: 	: 	: 	4357 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES013C1	: 	19160 	: 	19031 	18585 	: 	16889 	: 	: 	12749 e	: 	: 	: 	4555 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES014C1	: 	16740 	: 	16331 	15578 	: 	13727 	: 	: 	12343 e	: 	: 	: 	3937 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES014K1	: 	24442 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES015C1	: 	15448 	: 	14995 	14730 	: 	12408 	: 	: 	10404 e	: 	: 	: 	2639 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES016C1	: 	8338 	: 	8277 	8179 	: 	6021 	: 	: 	5894 e	: 	: 	: 	1707 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES017C1	: 	12758 	: 	12389 	12057 	: 	10649 	: 	: 	8213 e	: 	: 	: 	2356 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES018C1	: 	14283 	: 	14063 	13510 	: 	11541 	: 	: 	8261 e	: 	: 	: 	3113 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES019C1	: 	31503 	: 	32910 	32715 	: 	30558 	: 	: 	26292 e	: 	: 	: 	10070 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES019K2	: 	59323 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES020C1	: 	26705 	: 	25941 	25515 	: 	22898 	: 	: 	17884 e	: 	: 	: 	6366 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES021C1	: 	32314 	: 	31086 	30001 	: 	25205 	: 	: 	10545 e	: 	: 	: 	7348 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES022C1	: 	27871 	: 	27194 	26655 	: 	23392 	: 	: 	17589 e	: 	: 	: 	21555 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES023C1	: 	21472 	: 	20768 	20327 	: 	18322 	: 	: 	13855 e	: 	: 	: 	5071 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES024C1	: 	14358 	: 	13939 	13920 	: 	12408 	: 	: 	5572 e	: 	: 	: 	3601 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES025C1	: 	19811 	: 	18892 	18458 	: 	15914 	: 	: 	6281 e	: 	: 	: 	4654 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES025K1	: 	30719 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES026C1	: 	27699 	: 	27298 	26829 	: 	21340 	: 	: 	14566 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES027C1	: 	5469 	: 	5941 	5846 	: 	5178 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES028C1	: 	8834 	: 	8679 	8553 	: 	7461 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES029C1	: 	6285 	: 	6018 	5912 	: 	5307 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES030C1	: 	4551 	: 	4401 	4347 	: 	4263 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES031C1	: 	10893 	: 	10650 	10483 	: 	9229 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES032C1	: 	3755 	: 	3627 	3553 	: 	3186 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES033C1	: 	11845 	: 	11168 	11023 	: 	8688 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES034C1	: 	8630 	: 	8329 	8005 	: 	7235 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES035C1	: 	7083 	: 	6764 	6520 	: 	5342 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES036C1	: 	11361 	: 	10919 	10559 	: 	10826 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES037C1	: 	6295 	: 	6008 	5960 	: 	5169 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES038C1	: 	5429 	: 	5332 	5227 	: 	4888 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES039C1	: 	5327 	: 	5294 	5216 	: 	4450 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES040C1	: 	6373 	: 	6245 	6130 	: 	5766 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES041C1	: 	6646 	: 	6703 	6693 	: 	5709 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES042C1	: 	5274 	: 	5235 	5159 	: 	4778 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES043C1	: 	5018 	: 	5013 	4968 	: 	4041 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES044C1	: 	8443 	: 	8114 	7972 	: 	6798 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES045C1	: 	4660 	: 	4544 	4401 	: 	3719 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES046C1	: 	6386 	: 	6243 	6054 	: 	5352 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES047C1	: 	11276 	: 	10863 	10453 	: 	10621 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES048C1	: 	6185 	: 	6129 	6018 	: 	4787 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES049C1	: 	10901 	: 	10343 	9985 	: 	9476 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2039V,ES050C1	: 	6870 	: 	6673 	6544 	: 	5663 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
